orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName,labels:LABEL
78,2025-05-25 12:20:38,2025-05-30 12:20:38,2025-05-30 12:20:38,156.57,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,中通快递,Order
76,2023-09-16 20:04:01,2023-09-27 20:04:01,2023-09-19 20:04:01,433.35,彩虹网络有限公司金融科技,陕西省丹市牧野王街I座 736659,丽华县,重庆市,929077,中国,彩虹网络有限公司金融科技,梅,斌,百世快递,Order
73,2025-05-14 11:33:43,2025-05-19 11:33:43,,188.34,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,梅,斌,德邦物流,Order
72,2024-11-08 14:03:49,2024-11-16 14:03:49,2024-11-13 14:03:49,163.55,鸿睿思博科技有限公司网络安全,湖北省沈阳市合川李路x座 196209,强县,黑龙江省,979050,中国,鸿睿思博科技有限公司网络安全,梅,斌,申通快递,Order
66,2025-06-07 05:22:50,2025-06-13 05:22:50,,104.75,商软冠联信息有限公司移动应用开发,香港特别行政区海口市江北王街Q座 536649,佳县,湖北省,422838,中国,商软冠联信息有限公司移动应用开发,梅,斌,中通快递,Order
64,2025-01-11 16:07:47,2025-01-20 16:07:47,2025-01-12 16:07:47,90.94,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,梅,斌,德邦物流,Order
63,2024-08-08 12:32:04,2024-08-21 12:32:04,2024-08-13 12:32:04,265.56,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,梅,斌,圆通速递,Order
62,2024-11-04 03:24:43,2024-11-10 03:24:43,2024-11-05 03:24:43,498.14,凌颖信息信息有限公司虚拟现实,青海省坤市秀英太原路g座 143270,浩市,福建省,683009,中国,凌颖信息信息有限公司虚拟现实,梅,斌,顺丰速运,Order
61,2025-05-12 15:06:03,2025-05-17 15:06:03,,111.51,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,梅,斌,韵达快递,Order
57,2024-02-22 20:54:08,2024-02-28 20:54:08,2024-02-23 20:54:08,358.76,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,梅,斌,圆通速递,Order
56,2025-02-11 04:02:51,2025-02-21 04:02:51,2025-02-13 04:02:51,271.04,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,梅,斌,邮政EMS,Order
54,2025-08-02 19:42:54,2025-08-14 19:42:54,2025-08-03 19:42:54,316.84,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,京东物流,Order
53,2024-10-10 15:35:37,2024-10-15 15:35:37,,475.45,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,中通快递,Order
52,2025-03-25 04:02:09,2025-04-06 04:02:09,2025-03-29 04:02:09,442.87,时刻传媒有限公司金融科技,江西省海燕县龙潭冯街Y座 241085,太原县,江西省,787764,中国,时刻传媒有限公司金融科技,梅,斌,顺丰速运,Order
48,2024-07-03 16:49:09,2024-07-12 16:49:09,2024-07-05 16:49:09,76.76,快讯传媒有限公司云计算,甘肃省贵阳县花溪大冶街w座 762920,欢县,江西省,224136,中国,快讯传媒有限公司云计算,梅,斌,天天快递,Order
47,2024-07-08 10:31:09,2024-07-19 10:31:09,,383.06,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,韵达快递,Order
46,2024-04-01 07:05:46,2024-04-04 07:05:46,2024-04-03 07:05:46,51.5,银嘉科技有限公司区块链技术,天津市文市高明福州路I座 822622,柳州县,重庆市,179829,中国,银嘉科技有限公司区块链技术,梅,斌,德邦物流,Order
45,2024-07-20 21:37:01,2024-07-29 21:37:01,2024-07-25 21:37:01,20.82,南康传媒有限公司金融科技,贵州省南昌市平山大冶路S座 486601,张家港市,广东省,375428,中国,南康传媒有限公司金融科技,梅,斌,顺丰速运,Order
39,2024-06-09 09:06:42,2024-06-23 09:06:42,2024-06-14 09:06:42,68.4,诺依曼软件网络有限公司信息技术,甘肃省巢湖县蓟州太原路V座 848312,银川市,青海省,910441,中国,诺依曼软件网络有限公司信息技术,梅,斌,申通快递,Order
37,2024-04-27 15:26:56,2024-05-01 15:26:56,2024-05-01 15:26:56,259.22,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,顺丰速运,Order
36,2024-09-01 23:25:45,2024-09-11 23:25:45,2024-09-06 23:25:45,471.44,四通信息有限公司数字科技,宁夏回族自治区马鞍山市安次澳门街P座 955922,成都县,重庆市,949001,中国,四通信息有限公司数字科技,梅,斌,邮政EMS,Order
34,2023-09-30 15:19:27,2023-10-09 15:19:27,2023-10-03 15:19:27,20.91,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,德邦物流,Order
30,2024-05-02 06:59:07,2024-05-09 06:59:07,2024-05-04 06:59:07,271.35,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,梅,斌,申通快递,Order
26,2025-07-20 10:17:59,2025-07-24 10:17:59,,142.0,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,梅,斌,百世快递,Order
24,2024-08-24 20:20:32,2024-08-31 20:20:32,2024-08-26 20:20:32,51.96,七喜网络有限公司信息技术,甘肃省帅市房山蒋路N座 681607,秀华县,辽宁省,852374,中国,七喜网络有限公司信息技术,梅,斌,中通快递,Order
20,2024-03-18 10:05:15,2024-03-26 10:05:15,2024-03-19 10:05:15,255.37,晖来计算机信息有限公司物联网,海南省璐县华龙南昌街d座 354711,杨市,安徽省,459842,中国,晖来计算机信息有限公司物联网,梅,斌,中通快递,Order
17,2024-05-24 12:31:16,2024-05-29 12:31:16,2024-05-29 12:31:16,381.25,华泰通安传媒有限公司网络安全,宁夏回族自治区晶市大东宋路b座 758987,兴城市,北京市,463424,中国,华泰通安传媒有限公司网络安全,梅,斌,德邦物流,Order
16,2025-01-20 08:15:05,2025-01-27 08:15:05,2025-01-25 08:15:05,193.82,华成育卓科技有限公司电子商务,澳门特别行政区莉县沙湾合肥路v座 916672,建国市,新疆维吾尔自治区,884275,中国,华成育卓科技有限公司电子商务,梅,斌,百世快递,Order
15,2024-02-17 09:53:40,2024-02-25 09:53:40,2024-02-19 09:53:40,354.86,昂歌信息科技有限公司大数据分析,河南省婷市花溪包街z座 109271,成县,香港特别行政区,250962,中国,昂歌信息科技有限公司大数据分析,梅,斌,圆通速递,Order
13,2025-04-10 07:38:51,2025-04-22 07:38:51,,12.71,网新恒天传媒有限公司生物科技,江苏省颖市徐汇阜新街d座 108012,齐齐哈尔县,西藏自治区,684753,中国,网新恒天传媒有限公司生物科技,梅,斌,圆通速递,Order
11,2025-05-02 20:49:47,2025-05-13 20:49:47,2025-05-04 20:49:47,221.57,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,圆通速递,Order
10,2023-09-11 02:06:50,2023-09-22 02:06:50,2023-09-15 02:06:50,293.16,维涛信息有限公司智能科技,陕西省西宁市蓟州阜新路k座 872822,汕尾县,黑龙江省,560252,中国,维涛信息有限公司智能科技,梅,斌,德邦物流,Order
4,2025-05-20 16:40:02,2025-05-27 16:40:02,2025-05-21 16:40:02,459.86,艾提科信传媒有限公司电子商务,甘肃省西安市长寿西安街K座 387533,乌鲁木齐市,湖北省,947357,中国,艾提科信传媒有限公司电子商务,梅,斌,天天快递,Order
3,2024-07-24 02:13:49,2024-07-30 02:13:49,2024-07-28 02:13:49,217.44,海创信息有限公司虚拟现实,海南省辉市永川宜都路W座 377930,凤兰市,安徽省,111708,中国,海创信息有限公司虚拟现实,梅,斌,中通快递,Order
2,2025-04-30 15:56:34,2025-05-14 15:56:34,2025-05-04 15:56:34,402.83,时空盒数字信息有限公司云计算,吉林省瑜县花溪巢湖路B座 898740,静县,陕西省,215169,中国,时空盒数字信息有限公司云计算,梅,斌,圆通速递,Order
